property_id,rental_address,amenity_type,amenity_name,lat,lon
4002065802,"Bläsiring 10, 4057 Basel",pub,Buvette Dreirosen,47.5694909,7.5863581
4002065802,"Bläsiring 10, 4057 Basel",restaurant,RiiBistro,47.5705632,7.5868666
4002065802,"Bläsiring 10, 4057 Basel",atm,n/a,47.568672,7.5897794
4002065802,"Bläsiring 10, 4057 Basel",bar,Oetlinger-Buvette,47.5670666,7.58652
4002039809,"Erlenmattstr. 75, 4058 Basel",pharmacy,Coop Vitality,47.5697544,7.6036227
4002039809,"Erlenmattstr. 75, 4058 Basel",cafe,Finkmüller Erlenmatt Ost,47.5720995,7.6014317
4002039809,"Erlenmattstr. 75, 4058 Basel",restaurant,SILO soulfood.,47.5720403,7.6020549
4002039809,"Erlenmattstr. 75, 4058 Basel",restaurant,Matt & Elly Brewery & Kitchen,47.56969,7.6034296
4002039809,"Erlenmattstr. 75, 4058 Basel",restaurant,ROBA BUONA,47.5719494,7.6016523
4002080979,"Fahrnstrasse 25, 9402 Mörschwil",parking,n/a,47.4628197,9.4336961
4002077272,"weidstrasse 11, 8620 Wetzikon ZH",parking,n/a,47.3292923,8.7987887
4002058756,"Volkmarstrasse 15, 8006 Zürich",restaurant,Pizzeria Corallo,47.3865398,8.5414596
4002058756,"Volkmarstrasse 15, 8006 Zürich",restaurant,Kreis 6,47.3861132,8.5452851
4002058756,"Volkmarstrasse 15, 8006 Zürich",cafe,Sorell Rex,47.3847859,8.5431484
4002058756,"Volkmarstrasse 15, 8006 Zürich",restaurant,Zam Dapor,47.3857107,8.5420014
4002058756,"Volkmarstrasse 15, 8006 Zürich",school,Stiftung m.a.c. – Sonderpädagogische Schule,47.3854719,8.5419658
4002058756,"Volkmarstrasse 15, 8006 Zürich",school,Schule Talenta Zürich,47.3858578,8.5418353
4002058756,"Volkmarstrasse 15, 8006 Zürich",restaurant,Mesa Madrid,47.3833749,8.5431961
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",atm,UBS,47.2048431,7.5407604
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",fast_food,Efem Imbiss & Café,47.2046306,7.5405994
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",cafe,Vorstadt Bistro,47.2048838,7.5408996
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",pharmacy,Medbase Apotheke Solothurn,47.2051064,7.5405056
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Akropolis,47.2048882,7.5389356
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",fast_food,Solo Imbiss,47.2048779,7.5368448
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Trattoria Napoli,47.2045375,7.5362046
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Notausgang,47.2044483,7.5363896
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Adler,47.2047763,7.5361643
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Sonne,47.2047854,7.5363896
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Vini-Al Grappolo,47.2049778,7.5368094
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",pub,Steinbock,47.2046387,7.5379426
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Fragale,47.2046861,7.5375537
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Fu-Lin,47.2037603,7.5390531
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",fast_food,McDonald's,47.2040461,7.5415408
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",restaurant,Thai Sunshine,47.2047013,7.5364428
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",cafe,Steiner,47.2049949,7.5407086
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",parking,n/a,47.2037855,7.5398567
4002053936,"Niklaus Konrad-Strasse 4, 4500 Solothurn",school,Kaufmännische Berufsschule,47.2049253,7.5382655
